	Name,API_Name,Memory_GB,vCPUs,Compute_Contract_Price,On_Demand_Cost_Hourly,Hourly_DBUs,GPUs,GPU_Model,GPU_Memory_GB,Physical_Processor,Clock_Speed_GHz,Instance_Storage,Network_Performance,EBS_Optimized_Max_Bandwidth_Mbps,EBS_Optimized_Max_Throughput_128K_Mbps,EBS_As_NVMe,Enhanced_Networking,Linux_Reserved_Cost_Hourly,EBS_Optimized_Surcharge_Hourly
M7GD Extra Large,m7gd.xlarge,16.0,4,0.13,0.13,0.96,0,None,0,AWS Graviton3 Processor,2.5,237 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250,TRUE,TRUE,0.13,0
M7GD Double Extra Large,m7gd.2xlarge,32.0,8,0.27,0.27,1.92,0,None,0,AWS Graviton3 Processor,2.5,474 GB NVMe SSD,Up to 15 Gigabit,10000,1250,TRUE,TRUE,0.27,0
M7GD Quadruple Extra Large,m7gd.4xlarge,64.0,16,0.54,0.54,3.84,0,None,0,AWS Graviton3 Processor,2.5,950 GB NVMe SSD,Up to 15 Gigabit,10000,1250,TRUE,TRUE,0.54,0
M7GD Eight Extra Large,m7gd.8xlarge,128.0,32,1.08,1.08,7.68,0,None,0,AWS Graviton3 Processor,2.5,1900 GB NVMe SSD,15 Gigabit,10000,1250,TRUE,TRUE,1.08,0
M7GD 12xlarge,m7gd.12xlarge,192.0,48,1.61,1.61,11.52,0,None,0,AWS Graviton3 Processor,2.5,2850 GB (2 * 1425 GB NVMe SSD),22.5 Gigabit,15000,1875,TRUE,TRUE,1.61,0
M7GD 16xlarge,m7gd.16xlarge,256.0,64,2.15,2.15,15.36,0,None,0,AWS Graviton3 Processor,2.5,3800 GB (2 * 1900 GB NVMe SSD),30 Gigabit,20000,2500,TRUE,TRUE,2.15,0
R7GD Large,r7gd.large,16.0,2,0.09,0.09,0.630,0,None,0,AWS Graviton3 Processor,2.5,118 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250,TRUE,TRUE,0.09,0
R7GD Extra Large,r7gd.xlarge,32.0,4,0.17,0.17,1.260,0,None,0,AWS Graviton3 Processor,2.5,237 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250,TRUE,TRUE,0.17,0
R7GD Double Extra Large,r7gd.2xlarge,64.0,8,0.34,0.34,2.520,0,None,0,AWS Graviton3 Processor,2.5,474 GB NVMe SSD,Up to 15 Gigabit,10000,1250,TRUE,TRUE,0.34,0
R7GD Quadruple Extra Large,r7gd.4xlarge,128.0,16,0.68,0.68,5.040,0,None,0,AWS Graviton3 Processor,2.5,950 GB NVMe SSD,Up to 15 Gigabit,10000,1250,TRUE,TRUE,0.68,0
R7GD Eight Extra Large,r7gd.8xlarge,256.0,32,1.37,1.37,10.080,0,None,0,AWS Graviton3 Processor,2.5,1900 GB NVMe SSD,15 Gigabit,10000,1250,TRUE,TRUE,1.37,0
R7GD 12xlarge,r7gd.12xlarge,384.0,48,2.05,2.05,15.12,0,None,0,AWS Graviton3 Processor,2.5,2850 GB (2 * 1425 GB NVMe SSD),22.5 Gigabit,15000,1875,TRUE,TRUE,2.05,0
R7GD 16xlarge,r7gd.16xlarge,512.0,64,2.74,2.74,20.16,0,None,0,AWS Graviton3 Processor,2.5,3800 GB (2 * 1900 GB NVMe SSD),30 Gigabit,20000,2500,TRUE,TRUE,2.74,0
C7GD Extra Large,c7gd.xlarge,8.0,4,0.11,0.11,0.900,0,None,0,AWS Graviton3 Processor,2.5,237 GB NVMe SSD,Up to 12.5 Gigabit,10000,1250,TRUE,TRUE,0.11,0
C7GD Double Extra Large,c7gd.2xlarge,16.0,8,0.23,0.23,1.810,0,None,0,AWS Graviton3 Processor,2.5,474 GB NVMe SSD,Up to 15 Gigabit,10000,1250,TRUE,TRUE,0.23,0
C7GD Quadruple Extra Large,c7gd.4xlarge,32.0,16,0.46,0.46,3.620,0,None,0,AWS Graviton3 Processor,2.5,950 GB NVMe SSD,Up to 15 Gigabit,10000,1250,TRUE,TRUE,0.46,0
C7GD Eight Extra Large,c7gd.8xlarge,64.0,32,0.91,0.91,7.24,0,None,0,AWS Graviton3 Processor,2.5,1900 GB NVMe SSD,15 Gigabit,10000,1250,TRUE,TRUE,0.91,0
C7GD 12xlarge,c7gd.12xlarge,96.0,48,1.37,1.37,10.860,0,None,0,AWS Graviton3 Processor,2.5,2850 GB (2 * 1425 GB NVMe SSD),22.5 Gigabit,15000,1875,TRUE,TRUE,1.37,0
C7GD 16xlarge,c7gd.16xlarge,128.0,64,1.83,1.83,14.480,0,None,0,AWS Graviton3 Processor,2.5,3800 GB (2 * 1900 GB NVMe SSD),30 Gigabit,20000,2500,TRUE,TRUE,1.83,0
C6ID 12xlarge,c6id.12xlarge,96.0,48,1.52,1.52,8.340,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,2850 GB (2 * 1425 GB NVMe SSD),18.75 Gigabit,15000,1875,TRUE,TRUE,1.52,0
P4DE 24xlarge,p4de.24xlarge,1152.0,96,25.22,25.22,55.570,8,NVIDIA A100,640,Intel Xeon Platinum 8275L,3,EBS only,400 Gigabit,19000,2375,FALSE,TRUE,25.22,0
P5 48xlarge,p5.48xlarge,2048.0,192,5.67,5.67,88.910,8,NVIDIA H100,640,AMD EPYC 7R13 Processor,2.95,30400 GB (8 * 3800 GB NVMe SSD),3200 Gigabit,80000,10000,TRUE,TRUE,5.67,0

